Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,Library Name,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,Cultivar,AGE,dev_stage,source_name,Biomaterial_provider,GEO_Accession (exp),AssemblyName,alignment_software (exp),individual,batch_of_trees,gene_perturbation_type,drought_treatment,molecule_subtype,type,Collection_Date,lat_lon,BIOME,estimated_size,feature,isol_growth_condt,material,num_replicons,ploidy,propagation,ref_biomaterial,Run_ID (run),nominal_length (run),isolate,env_package,investigation_type,project_name,Strain,ecotype,replicate,Broker_name,developmental_stage,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism_part,sample_name,SRA_accession,Title,Alias,ena_checklist,organism,Treatment,isolation_source,Host,description,Cell_type,collected_by,sample_type,Genotype,overexpressed_gene,transfection_time,days_after_drought_treatment,genetic_background,plant_strain,symbiotic_status,days_after_bending_treatment,Biological.Replicate,Cell_Line,culture_collection,disease,disease_stage,growth_protocol,height_or_length,phenotype,population,sex,Specimen_voucher,Temp,time_of_contact,transfected_genes,fungal_strain,pt_clone,common_name,ena_first_public,ena_last_update,external_id,Geographic_location,growth_condition,Submitter_Id,accession,lb_strain,gender,innoculant,label
SRR3019210,RNA-Seq,142,2951324356,PRJNA300564,SAMN04336136,1693610704,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1485719,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1addrep1L_RNA202,SRP067451,first uncurled leaf,ALAA20-3_AMER13-1addrep1L_RNA202,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1addrep1L_RNA202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019211,RNA-Seq,144,5559029899,PRJNA300564,SAMN04336137,2974983916,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1485720,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1addrep1L_RNA203,SRP067451,first uncurled leaf,ALAA20-3_AMER13-1addrep1L_RNA203,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1addrep1L_RNA203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019212,RNA-Seq,141,3629356876,PRJNA300564,SAMN04336138,1958984974,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1485721,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1addrep2L_RNA205,SRP067451,first uncurled leaf,ALAA20-3_AMER13-1addrep2L_RNA205,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1addrep2L_RNA205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019213,RNA-Seq,143,7551608388,PRJNA300564,SAMN04336139,3967829053,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1485722,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1addrep2L_RNA206,SRP067451,first uncurled leaf,ALAA20-3_AMER13-1addrep2L_RNA206,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1addrep2L_RNA206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019214,RNA-Seq,144,5708303848,PRJNA300564,SAMN04336140,2680995405,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX1485723,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1addrep2L_RNA207,SRP067451,first uncurled leaf,ALAA20-3_AMER13-1addrep2L_RNA207,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1addrep2L_RNA207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019215,RNA-Seq,139,3034412506,PRJNA300564,SAMN04336141,1713632131,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1485724,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1_TCol13_TRow29_RNA89,SRP067451,developing xylem,ALAA20-3_AMER13-1_TCol13_TRow29_RNA89,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1_TCol13_TRow29_RNA89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019216,RNA-Seq,142,3889949995,PRJNA300564,SAMN04336142,2185880233,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1485725,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1_TCol1_TRow33_RNA9,SRP067451,developing xylem,ALAA20-3_AMER13-1_TCol1_TRow33_RNA9,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1_TCol1_TRow33_RNA9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019217,RNA-Seq,142,4198972532,PRJNA300564,SAMN04336143,2146807143,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1485726,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-3_AMER13-1_TCol20_TRow14_RNA139,SRP067451,developing xylem,ALAA20-3_AMER13-1_TCol20_TRow14_RNA139,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-3_AMER13-1_TCol20_TRow14_RNA139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019218,RNA-Seq,144,4236736859,PRJNA300564,SAMN04336144,2131452629,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX1485727,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-4_Rep1_RNA1_1L,SRP067451,first uncurled leaf,ALAA20-4_Rep1_RNA1_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-4_Rep1_RNA1_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019219,RNA-Seq,144,4158758996,PRJNA300564,SAMN04336145,2174859602,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1485728,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-4_Rep2_RNA1_2L,SRP067451,first uncurled leaf,ALAA20-4_Rep2_RNA1_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-4_Rep2_RNA1_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019220,RNA-Seq,141,3087241394,PRJNA300564,SAMN04336146,1592097806,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX1485729,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-4_TCol26_TRow6_RNA182,SRP067451,developing xylem,ALAA20-4_TCol26_TRow6_RNA182,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-4_TCol26_TRow6_RNA182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019221,RNA-Seq,142,5157851833,PRJNA300564,SAMN04336147,2833737960,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1485730,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,ALAA20-4_TCol50_TRow40_RNA369,SRP067451,developing xylem,ALAA20-4_TCol50_TRow40_RNA369,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,ALAA20-4_TCol50_TRow40_RNA369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019222,RNA-Seq,143,5030496116,PRJNA300564,SAMN04336148,2353417780,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1485731,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-3_Rep1_RNA4_1L,SRP067451,first uncurled leaf,BELA18-3_Rep1_RNA4_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-3_Rep1_RNA4_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019223,RNA-Seq,144,4438883423,PRJNA300564,SAMN04336149,2253250941,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX1485732,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-3_Rep2_RNA4_2L,SRP067451,first uncurled leaf,BELA18-3_Rep2_RNA4_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-3_Rep2_RNA4_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019224,RNA-Seq,140,3706073071,PRJNA300564,SAMN04336150,1996313514,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX1485733,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-3_TCol18_TRow2_RNA118,SRP067451,developing xylem,BELA18-3_TCol18_TRow2_RNA118,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-3_TCol18_TRow2_RNA118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019225,RNA-Seq,140,2514682200,PRJNA300564,SAMN04336151,1503605222,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX1485734,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-3_TCol23_TRow3_RNA159b,SRP067451,developing xylem,BELA18-3_TCol23_TRow3_RNA159b,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-3_TCol23_TRow3_RNA159b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019226,RNA-Seq,143,5610940013,PRJNA300564,SAMN04336152,2919085522,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1485735,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-4_Rep1_RNA5b_1L,SRP067451,first uncurled leaf,BELA18-4_Rep1_RNA5b_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-4_Rep1_RNA5b_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019227,RNA-Seq,144,3969666951,PRJNA300564,SAMN04336153,2160966637,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX1485736,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-4_Rep2_RNA5_2L,SRP067451,first uncurled leaf,BELA18-4_Rep2_RNA5_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-4_Rep2_RNA5_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019228,RNA-Seq,138,682339204,PRJNA300564,SAMN04336154,497283730,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1485737,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELA18-4_TCol17_TRow25_RNA115bx,SRP067451,developing xylem,BELA18-4_TCol17_TRow25_RNA115bx,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-4_TCol17_TRow25_RNA115bx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019229,RNA-Seq,142,4479581957,PRJNA300564,SAMN04336155,2534390991,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1485738,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2017-03-16T00:00:00Z,BELA18-4_TCol46_TRow32_RNA337,SRP067451,developing xylem,BELA18-4_TCol46_TRow32_RNA337,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELA18-4_TCol46_TRow32_RNA337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019230,RNA-Seq,144,3913659687,PRJNA300564,SAMN04336156,1961823603,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX1485739,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-1_Rep1_RNA6_1L,SRP067451,first uncurled leaf,BELC18-1_Rep1_RNA6_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-1_Rep1_RNA6_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019231,RNA-Seq,144,6781271610,PRJNA300564,SAMN04336157,3526256419,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1485740,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-1_Rep2_RNA6_2L,SRP067451,first uncurled leaf,BELC18-1_Rep2_RNA6_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-1_Rep2_RNA6_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019232,RNA-Seq,139,3142946458,PRJNA300564,SAMN04336158,1799060384,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX1485741,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-1_TCol14_TRow20_RNA94,SRP067451,developing xylem,BELC18-1_TCol14_TRow20_RNA94,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-1_TCol14_TRow20_RNA94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019233,RNA-Seq,142,3623063901,PRJNA300564,SAMN04336159,1850754009,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX1485742,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-1_TCol23_TRow9_RNA161,SRP067451,developing xylem,BELC18-1_TCol23_TRow9_RNA161,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-1_TCol23_TRow9_RNA161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019234,RNA-Seq,143,5229201075,PRJNA300564,SAMN04336160,2646397450,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1485743,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-2_Rep1_RNA7_1L,SRP067451,first uncurled leaf,BELC18-2_Rep1_RNA7_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-2_Rep1_RNA7_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019235,RNA-Seq,144,4556759448,PRJNA300564,SAMN04336161,2374918534,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX1485744,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-2_Rep2_RNA7_2L,SRP067451,first uncurled leaf,BELC18-2_Rep2_RNA7_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-2_Rep2_RNA7_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019236,RNA-Seq,142,3853390724,PRJNA300564,SAMN04336162,2179912084,UNIVERSITY OF BRITISH COLUMBIA,public,"sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX1485745,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-2_TCol44_TRow40_RNA324,SRP067451,developing xylem,BELC18-2_TCol44_TRow40_RNA324,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-2_TCol44_TRow40_RNA324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019237,RNA-Seq,142,3939699091,PRJNA300564,SAMN04336163,1987557485,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX1485746,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-2_TCol45_TRow31_RNA328,SRP067451,developing xylem,BELC18-2_TCol45_TRow31_RNA328,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-2_TCol45_TRow31_RNA328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019238,RNA-Seq,143,4677327144,PRJNA300564,SAMN04336164,2239682340,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX1485747,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-4_Rep1_RNA8_1L,SRP067451,first uncurled leaf,BELC18-4_Rep1_RNA8_1L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-4_Rep1_RNA8_1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019239,RNA-Seq,144,4882244433,PRJNA300564,SAMN04336165,2504975974,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX1485748,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-4_Rep2_RNA8_2L,SRP067451,first uncurled leaf,BELC18-4_Rep2_RNA8_2L,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-4_Rep2_RNA8_2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019240,RNA-Seq,141,3502025410,PRJNA300564,SAMN04336166,2025293847,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX1485749,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-4_TCol20_TRow24_RNA140b,SRP067451,developing xylem,BELC18-4_TCol20_TRow24_RNA140b,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-4_TCol20_TRow24_RNA140b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3019241,RNA-Seq,142,8185521270,PRJNA300564,SAMN04336167,3990161293,UNIVERSITY OF BRITISH COLUMBIA,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX1485750,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,Populus trichocarpa,ILLUMINA,2016-01-19T00:00:00Z,BELC18-4_TCol24_TRow36_RNA173,SRP067451,developing xylem,BELC18-4_TCol24_TRow36_RNA173,Canada,North America,Plant,Canada,Poplar,Not applicable,Not applicable,,PopCan,,assembly,TopHat 2.0.7,BELC18-4_TCol24_TRow36_RNA173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
